"ID","name","namespace","definition"
"GO:0042943","D-amino acid transmembrane transporter activity","molecular_function","Enables the transfer of D-amino acids from one side of a membrane to the other. D-amino acids are the D-enantiomers of amino acids."
"GO:0042944","D-alanine transmembrane transporter activity","molecular_function","Enables the transfer of D-alanine from one side of a membrane to the other. D-alanine is the D-enantiomer of 2-aminopropanoic acid."
"GO:0042945","D-serine transmembrane transporter activity","molecular_function","Enables the transfer of D-serine from one side of a membrane to the other. D-serine is the D-enantiomer of 2-amino-3-hydroxypropanoic acid."
"GO:0042960","antimonite secondary active transmembrane transporter activity","molecular_function","Enables the transfer of antimonite from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy. Secondary active transporters include symporters and antiporters."
"GO:0042961","ATPase-coupled antimonite transmembrane transporter activity","molecular_function","Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + antimonite(in) = ADP + phosphate + antimonite(out)."
"GO:0043011","myeloid dendritic cell differentiation","biological_process","The process in which a monocyte acquires the specialized features of a dendritic cell, an immunocompetent cell of the lymphoid and hemopoietic systems and skin."
"GO:0043079","antipodal cell nucleus","cellular_component","The nucleus of an antipodal cell, one of three cells of the embryo sac in angiosperms, found at the chalazal end of the embryo away from the point of entry of the pollen tube, and its descendents."
"GO:0043213","bacteriocin transport","biological_process","The directed movement of a bacteriocin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Bacteriocins are a group of antibiotics produced by bacteria and are encoded by a group of naturally occurring plasmids, e.g. Col E1. Bacteriocins are toxic to bacteria closely related to the bacteriocin producing strain."
"GO:0043215","daunorubicin transport","biological_process","The directed movement of daunorubicin, an anthracycline antibiotic produced by Streptomyces coeruleorubidus or S. peucetius and used as an antineoplastic into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0043383","negative T cell selection","biological_process","The process of elimination of immature T cells which react strongly with self-antigens."
"GO:0043472","IgD binding","molecular_function","Interacting selectively and non-covalently with an immunoglobulin of a D isotype."
"GO:0043598","cytoplasmic DNA replication factor C complex","cellular_component","A cytoplasmic complex of two polypeptides that loads the DNA polymerase processivity factor proliferating cell nuclear antigen (PCNA) onto DNA, thereby permitting processive DNA synthesis catalyzed by DNA polymerase. Examples of this component are found in prokaryotic species."
"GO:0043599","nuclear DNA replication factor C complex","cellular_component","A nuclear complex of five polypeptides that loads the DNA polymerase processivity factor proliferating cell nuclear antigen (PCNA) onto DNA, thereby permitting processive DNA synthesis catalyzed by DNA polymerase delta or epsilon. In Saccharomyces and several other species, the subunits are known as Rfc1p-Rfc5p, although subunit names do not necessarily correspond between different species."
"GO:0043637","puromycin metabolic process","biological_process","The chemical reactions and pathways involving puromycin, 3'-deoxy-N,N-dimethyl-3'-(O-methyl-L-tyrosinamido)adenosine, an aminonucleoside antibiotic that is a potent inhibitor of translation; produced by the bacterium Streptomyces alboniger."
"GO:0043638","puromycin biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of puromycin, an aminonucleoside antibiotic that is a potent inhibitor of translation; produced by the bacterium Streptomyces alboniger."
"GO:0043641","novobiocin metabolic process","biological_process","The chemical reactions and pathways involving novobiocin, a coumarin antibiotic produced by the bacterium Gyrasestreptomyces spheroides, that acts by inhibiting DNA gyrase."
"GO:0043642","novobiocin biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of novobiocin, a coumarin antibiotic produced by the bacterium Gyrasestreptomyces spheroides, that acts by inhibiting DNA gyrase."
"GO:0043643","tetracycline metabolic process","biological_process","The chemical reactions and pathways involving tetracycline, (4S,4aS,5aS,6S,12aS)-4-(dimethylamino)-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide, a broad-spectrum antibiotic produced by streptomyces bacteria that blocks binding of aminoacyl tRNA to the ribosomes of both Gram-positive and Gram-negative organisms (and those of organelles)."
"GO:0043644","tetracycline biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of tetracycline, (4S,4aS,5aS,6S,12aS)-4-(dimethylamino)-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide, a broad-spectrum antibiotic produced by streptomyces bacteria that blocks binding of aminoacyl tRNA to the ribosomes of both Gram-positive and Gram-negative organisms (and those of organelles)."
"GO:0043645","cephalosporin metabolic process","biological_process","The chemical reactions and pathways involving a cephalosporin, any of large class of tetracyclic triterpene broad-spectrum antibiotics similar both chemically and in their mode of action to penicillin, first isolated from the culture filtrates of mediterranean fungus acremonium (cephalosporium acremonium), and effective against gram-positive bacteria."
"GO:0043646","cephalosporin biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of a cephalosporin, any of large class of tetracyclic triterpene broad-spectrum antibiotics similar both chemically and in their mode of action to penicillin, first isolated from the culture filtrates of mediterranean fungus acremonium (cephalosporium acremonium), and effective against gram-positive bacteria."
"GO:0043856","anti-sigma factor antagonist activity","molecular_function","The function of binding to an anti-sigma factor and stopping, preventing or reducing the rate of its activity."
"GO:0044355","clearance of foreign intracellular DNA","biological_process","A defense process that protects an organism from invading foreign DNA."
"GO:0044414","suppression of host defenses by symbiont","biological_process","Any process in which an organism stops, prevents, or reduces the frequency, rate or extent of host defense(s) by active mechanisms that normally result in the shutting down of a host pathway. The host is defined as the larger of the organisms involved in a symbiotic interaction."
"GO:0044416","induction by symbiont of host defense response","biological_process","The activation by an organism of the defense response of the host organism. The host is defined as the larger of the organisms involved in a symbiotic interaction."
"GO:0044536","envenomation resulting in depletion of circulating fibrinogen in other organism","biological_process","The process which begins with venom being forced into an organism by the bite or sting of another organism, and ends with a reduction in the quantity of fibrinogen found in the bloodstream of the bitten/stung organism."
"GO:0044537","regulation of circulating fibrinogen levels","biological_process","Any process that modulates the quantity of fibrinogen circulating in the bloodstream."
"GO:0044565","dendritic cell proliferation","biological_process","The expansion of a dendritic cell population by cell division. A dendritic cell is a cell of hematopoietic origin, typically resident in particular tissues, specialized in the uptake, processing, and transport of antigens to lymph nodes for the purpose of stimulating an immune response via T cell activation."
"GO:0044598","doxorubicin metabolic process","biological_process","The chemical reactions and pathways involving doxorubicin, an anthracycline antibiotic, used in cancer chemotherapy."
"GO:0044696","killing by virus of host cell by post-segregational killing","biological_process","The process by which a virus causes the death of daughter cells which do not contain its genes after host cell division, by a mechanism of post-segregational killing (PSK). The extrachromosomal viral DNA consist of two genes; the product of the second is long lived and toxic, while the product of the first is short lived and antagonizes the lethal action of the toxin. Daughter cells that do not contain the viral extrachromosomal element are killed by the long lived toxin, while daughter cells that do contain the viral extrachromosomal element are protected by the action of the short lived antitoxin it encodes."
"GO:0045012","obsolete MHC class II receptor activity","molecular_function","OBSOLETE. A major histocompatibility complex class II receptor. These display processed antigens from virally-infected or transformed cells. Class-II-positive cells ('antigen-presenting cells') can take up antigens from outside by endocytosis, degrade them into small peptides, and re-export the peptides (now bound to MHC class II protein) to the cell surface. These peptide-MHC class II complexes can then be recognized by specific CD4+ lymphocytes."
"GO:0045058","T cell selection","biological_process","The process in which T cells that express T cell receptors that are restricted by self MHC protein complexes and tolerant to self antigens are selected for further maturation."
"GO:0045060","negative thymic T cell selection","biological_process","The process of elimination of immature T cells in the thymus which react strongly with self-antigens."
"GO:0045066","regulatory T cell differentiation","biological_process","The process in which a relatively unspecialized T cell acquires specialized features of a regulatory T cell. Regulatory T cells control or suppress immune responses through a variety of mechanisms and subsets include the CD4+CD25+ cell type as well as certain CD8+ cell types."
"GO:0045068","negative extrathymic T cell selection","biological_process","The process of elimination of extrathymically maturing T cells which react strongly with self-antigens."
"GO:0045087","innate immune response","biological_process","Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."
"GO:0045088","regulation of innate immune response","biological_process","Any process that modulates the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."
"GO:0045089","positive regulation of innate immune response","biological_process","Any process that activates or increases the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."
"GO:0045152","antisigma factor binding","molecular_function","Interacting selectively and non-covalently with an antisigma factor, a factor which inhibits the ability of the sigma factor to function as a transcriptional initiator."
"GO:0045190","isotype switching","biological_process","The switching of activated B cells from IgM biosynthesis to biosynthesis of other isotypes of immunoglobulin, accomplished through a recombination process involving an intrachromosomal deletion involving switch regions that reside 5' of each constant region gene segment in the immunoglobulin heavy chain locus."
"GO:0045210","FasL biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of fas ligand (FasL or CD95L), an antigen originally found to be expressed on the cell surface of activated human T-lymphocytes and B-lymphocytes and a variety of malignant human lymphoid cell lines."
"GO:0045233","obsolete natural killer cell receptor activity","molecular_function","OBSOLETE. A receptor found on the surface of natural killer cells which binds Class I MHC antigens and is required for activation of NK activity. It belongs to the Ly49i family."
"GO:0045321","leukocyte activation","biological_process","A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."
"GO:0045575","basophil activation","biological_process","The change in morphology and behavior of a basophil resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the basophil has specifically bound via IgE bound to Fc-epsilonRI receptors."
"GO:0045576","mast cell activation","biological_process","The change in morphology and behavior of a mast cell resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the mast cell has specifically bound via IgE bound to Fc-epsilonRI receptors."
"GO:0045688","regulation of antipodal cell differentiation","biological_process","Any process that modulates the frequency, rate or extent of antipodal cell differentiation."
"GO:0045689","negative regulation of antipodal cell differentiation","biological_process","Any process that stops, prevents, or reduces the frequency, rate or extent of antipodal cell differentiation."
"GO:0045690","positive regulation of antipodal cell differentiation","biological_process","Any process that activates or increases the frequency, rate or extent of antipodal cell differentiation."
"GO:0045767","obsolete regulation of anti-apoptosis","biological_process","OBSOLETE. Any process that modulates the frequency, rate or extent of anti-apoptosis."
"GO:0045768","obsolete positive regulation of anti-apoptosis","biological_process","OBSOLETE. Any process that activates or increases the frequency, rate or extent of anti-apoptosis."
"GO:0045824","negative regulation of innate immune response","biological_process","Any process that stops, prevents, or reduces the frequency, rate or extent of the innate immune response."
"GO:0046102","inosine metabolic process","biological_process","The chemical reactions and pathways involving inosine, hypoxanthine riboside, a nucleoside found free but not in combination in nucleic acids except in the anticodons of some tRNAs."
"GO:0046103","inosine biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of inosine, hypoxanthine riboside, a nucleoside found free but not in combination in nucleic acids except in the anticodons of some tRNAs."
"GO:0046216","indole phytoalexin catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of indole phytoalexins, any indole compound produced by plants as part of their defense response."
"GO:0046217","indole phytoalexin metabolic process","biological_process","The chemical reactions and pathways involving indole phytoalexins, any indole compound produced by plants as part of their defense response."
"GO:0046224","bacteriocin metabolic process","biological_process","The chemical reactions and pathways involving bacteriocins, any of a heterogeneous group of polypeptide antibiotics that are secreted by certain bacterial strains and are able to kill cells of other susceptible (frequently related) strains after adsorption at specific receptors on the cell surface. They include the colicins, and their mechanisms of action vary."
"GO:0046225","bacteriocin catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of a bacteriocin, any of a heterogeneous group of polypeptide antibiotics that are secreted by certain bacterial strains and are able to kill cells of other susceptible (frequently related) strains after adsorption at specific receptors on the cell surface. They include the colicins, and their mechanisms of action vary."
"GO:0046236","mandelate biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of mandelate, the anion of mandelic acid. Mandelic acid (alpha-hydroxybenzeneacetic acid) is an 8-carbon alpha-hydroxy acid (AHA) that is used in organic chemistry and as a urinary antiseptic."
"GO:0046285","flavonoid phytoalexin metabolic process","biological_process","The chemical reactions and pathways involving flavonoid phytoalexins, a group of water-soluble phenolic derivatives containing a flavan skeleton, which possess antibiotic activity and are produced by plant tissues in response to infection."
"GO:0046286","flavonoid phytoalexin catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of flavonoid phytoalexins, a group of water-soluble phenolic derivatives containing a flavan skeleton, which possess antibiotic activity and are produced by plant tissues in response to infection."
"GO:0046289","isoflavonoid phytoalexin metabolic process","biological_process","The chemical reactions and pathways involving isoflavonoid phytoalexins, a group of water-soluble phenolic derivatives isomeric with flavonoids that possess antibiotic activity and are produced by plant tissues in response to infection."
"GO:0046290","isoflavonoid phytoalexin catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of isoflavonoid phytoalexins, a group of water-soluble phenolic derivatives isomeric with flavonoids that possess antibiotic activity and are produced by plant tissues in response to infection."
"GO:0046292","formaldehyde metabolic process","biological_process","The chemical reactions and pathways involving formaldehyde (methanal, H2C=O), a colorless liquid or gas with a pungent odor, commonly used as a fixative or an antibacterial agent."
"GO:0046333","octopamine metabolic process","biological_process","The chemical reactions and pathways involving octopamine, 1-(p-hydroxyphenyl)-2-aminoethanol. The D enantiomer is about one-tenth as active as norepinephrine and is found in the salivary glands of Octopus and Eledone species."
"GO:0046334","octopamine catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of octopamine, 1-(p-hydroxyphenyl)-2-aminoethanol. The D enantiomer is about one-tenth as active as norepinephrine and is found in the salivary glands of Octopus and Eledone species."
"GO:0046343","streptomycin metabolic process","biological_process","The chemical reactions and pathways involving streptomycin, a commonly used antibiotic in cell culture media. It acts only on prokaryotes and blocks transition from initiation complex to chain elongating ribosome."
"GO:0046372","D-arabinose metabolic process","biological_process","The chemical reactions and pathways involving D-arabinose, the D-enantiomer of arabino-pentose. D-arabinose occurs in plant glycosides and is a constituent of arabinonucleosides."
"GO:0046373","L-arabinose metabolic process","biological_process","The chemical reactions and pathways involving L-arabinose, the D-enantiomer of arabino-pentose. L-arabinose occurs free, e.g. in the heartwood of many conifers, and in the combined state, in both furanose and pyranose forms, as a constituent of various plant hemicelluloses, bacterial polysaccharides etc."
"GO:0046375","K antigen metabolic process","biological_process","The chemical reactions and pathways involving K antigen, a capsular polysaccharide antigen carried on the surface of bacterial capsules that masks somatic (O) antigens."
"GO:0046378","enterobacterial common antigen metabolic process","biological_process","The chemical reactions and pathways involving enterobacterial common antigen, an acidic polysaccharide containing N-acetyl-D-glucosamine, N-acetyl-D-mannosaminouronic acid, and 4-acetamido-4,6-dideoxy-D-galactose. A major component of the cell wall outer membrane of Gram-negative bacteria."
"GO:0046396","D-galacturonate metabolic process","biological_process","The chemical reactions and pathways involving D-galacturonate, the D-enantiomer of galacturonate, the anion of galacturonic acid. D-galacturonic acid is a component of plant gums and bacterial cell walls."
"GO:0046402","O antigen metabolic process","biological_process","The chemical reactions and pathways involving the O side chain of a lipopolysaccharide, which determines the antigenic specificity of the organism. It is made up of about 50 repeating units of a branched tetrasaccharide."
"GO:0046416","D-amino acid metabolic process","biological_process","The chemical reactions and pathways involving D-amino acids, the D-enantiomers of amino acids."
"GO:0046436","D-alanine metabolic process","biological_process","The chemical reactions and pathways involving D-alanine, the D-enantiomer of the amino acid alanine, i.e. (2R)-2-aminopropanoic acid."
"GO:0046437","D-amino acid biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of D-amino acids, the D-enantiomers of amino acids."
"GO:0046439","L-cysteine metabolic process","biological_process","The chemical reactions and pathways involving L-cysteine, the L-enantiomer of 2-amino-3-mercaptopropanoic acid, i.e. (2R)-2-amino-3-mercaptopropanoic acid."
"GO:0046440","L-lysine metabolic process","biological_process","The chemical reactions and pathways involving L-lysine, the L-enantiomer of (S)-2,6-diaminohexanoic acid, i.e. (2S)-2,6-diaminohexanoic acid."
"GO:0046441","D-lysine metabolic process","biological_process","The chemical reactions and pathways involving D-lysine, the D-enantiomer of lysine; i.e. (2R)-2,6-diaminohexanoic acid."
"GO:0046491","L-methylmalonyl-CoA metabolic process","biological_process","The chemical reactions and pathways involving L-methylmalonyl-CoA, the L-enantiomer of 2-carboxypropanoyl-CoA. S-methylmalonyl-CoA is an intermediate in the beta oxidation of odd-numbered fatty acids in animals."
"GO:0046498","S-adenosylhomocysteine metabolic process","biological_process","The chemical reactions and pathways involving S-adenosylhomocysteine; the L-enantiomer is formed from S-adenosylmethionine and is a strong inhibitor of S-adenosylmethionine-mediated methylation reactions. It can be cleaved to form adenosine and homocysteine."
"GO:0046584","enniatin metabolic process","biological_process","The chemical reactions and pathways involving enniatins, any of various cyclodepsipeptide antibiotics from Fusarium species that function as ionophores."
"GO:0046585","enniatin biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of enniatins, any of various cyclodepsipeptide antibiotics from Fusarium species that function as ionophores."
"GO:0046629","gamma-delta T cell activation","biological_process","The change in morphology and behavior of a gamma-delta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."
"GO:0046631","alpha-beta T cell activation","biological_process","The change in morphology and behavior of an alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."
"GO:0046649","lymphocyte activation","biological_process","A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0046677","response to antibiotic","biological_process","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an antibiotic stimulus. An antibiotic is a chemical substance produced by a microorganism which has the capacity to inhibit the growth of or to kill other microorganisms."
"GO:0046679","response to streptomycin","biological_process","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a streptomycin stimulus. Streptomycin is a commonly used antibiotic in cell culture media which acts only on prokaryotes and blocks transition from initiation complex to chain elongating ribosome."
"GO:0046696","lipopolysaccharide receptor complex","cellular_component","A multiprotein complex that consists of at least three proteins, CD14, TLR4, and MD-2, each of which is glycosylated and which functions as a lipopolysaccharide (LPS) receptor that primes the innate immune response against bacterial pathogens."
"GO:0046730","induction by virus of host immune response","biological_process","The induction by a virus of an immune response in the host organism."
"GO:0046736","induction of humoral immune response in host by virus","biological_process","The intentional, virally-encoded stimulation of a host humoral defense response to viral infection."
"GO:0046737","induction of cell-mediated immune response in host by virus","biological_process","The intentional, virally-encoded stimulation of a cell-mediated host defense response to viral infection."
"GO:0046738","induction of innate immune response in host by virus","biological_process","The intentional, virally-encoded stimulation of an innate host defense response to viral infection."
"GO:0046776","suppression by virus of host antigen processing and presentation of peptide antigen via MHC class I","biological_process","Any viral process that inhibits a host antigen-presenting cell expressing a peptide antigen on its cell surface in association with an MHC class I protein complex. Class I here refers to classical class I molecules."
"GO:0046804","peptide cross-linking via (2S,3S,4Xi,6R)-3-methyl-lanthionine sulfoxide","biological_process","The formation of a protein-protein cross-link between peptidyl-threonine and peptidyl-cysteine by the synthesis of (2S,3S,4Xi,6R)-3-methyl-lanthionine sulfoxide (3-methyl-L-lanthionine sulfoxide), as found in the antibiotic actagardine."
"GO:0046898","response to cycloheximide","biological_process","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cycloheximide stimulus. Cycloheximide (actidione) is an antibiotic produced by some Streptomyces species which interferes with protein synthesis in eukaryotes."
"GO:0046968","peptide antigen transport","biological_process","The directed movement of a peptide antigen into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. The peptide antigen is typically, but not always, processed from an endogenous or exogenous protein."
"GO:0046977","TAP binding","molecular_function","Interacting selectively and non-covalently with TAP protein, transporter associated with antigen processing protein. TAP protein is a heterodimeric peptide transporter consisting of the subunits TAP1 and TAP2."
"GO:0046978","TAP1 binding","molecular_function","Interacting selectively and non-covalently with the TAP1 subunit of TAP (transporter associated with antigen processing) protein."
"GO:0046979","TAP2 binding","molecular_function","Interacting selectively and non-covalently with the TAP2 subunit of TAP (transporter associated with antigen processing) protein."
"GO:0048002","antigen processing and presentation of peptide antigen","biological_process","The process in which an antigen-presenting cell expresses peptide antigen in association with an MHC protein complex on its cell surface, including proteolysis and transport steps for the peptide antigen both prior to and following assembly with the MHC protein complex. The peptide antigen is typically, but not always, processed from an endogenous or exogenous protein."
"GO:0048003","antigen processing and presentation of lipid antigen via MHC class Ib","biological_process","The process in which an antigen-presenting cell expresses lipid antigen in association with an MHC class Ib protein complex on its cell surface, including lipid extraction, degradation, and transport steps for the lipid antigen both prior to and following assembly with the MHC protein complex. The lipid antigen may originate from an endogenous or exogenous source of lipid. Class Ib here refers to non-classical class I molecules, such as those of the CD1 family."
"GO:0048006","antigen processing and presentation, endogenous lipid antigen via MHC class Ib","biological_process","The process in which an antigen-presenting cell expresses lipid antigen of endogenous origin in association with an MHC class Ib protein complex on its cell surface. Class Ib here refers to non-classical class I molecules, such as those of the CD1 family."
"GO:0048007","antigen processing and presentation, exogenous lipid antigen via MHC class Ib","biological_process","The process in which an antigen-presenting cell expresses lipid antigen of exogenous origin in association with an MHC class Ib protein complex on its cell surface. Class Ib here refers to non-classical class I molecules, such as those of the CD1 family."
"GO:0048192","obsolete peptide antigen stabilization activity","molecular_function","OBSOLETE. Strengthening of a bond with a peptide antigen; a fragment of a foreign protein derived by proteolysis within the cell."
"GO:0048289","isotype switching to IgE isotypes","biological_process","The switching of activated B cells from IgM biosynthesis to IgE biosynthesis, accomplished through a recombination process involving an intrachromosomal deletion between switch regions that reside 5' of the IgM and IgE constant region gene segments in the immunoglobulin heavy chain locus."
"GO:0048290","isotype switching to IgA isotypes","biological_process","The switching of activated B cells from IgM biosynthesis to biosynthesis of an IgA isotype, accomplished through a recombination process involving an intrachromosomal deletion between switch regions that reside 5' of the IgM and one of the IgA constant region gene segments in the immunoglobulin heavy chain locus."
"GO:0048291","isotype switching to IgG isotypes","biological_process","The switching of activated B cells from IgM biosynthesis to biosynthesis of an IgG isotype, accomplished through a recombination process involving an intrachromosomal deletion between switch regions that reside 5' of the IgM and one of the IgG constant region gene segments in the immunoglobulin heavy chain locus."
"GO:0048292","isotype switching to IgD isotypes","biological_process","The switching of activated B cells from IgM biosynthesis to IgD biosynthesis, accomplished through a recombination process involving an intrachromosomal deletion between switch regions that reside 5' of the IgM and IgD constant region gene segments in the immunoglobulin heavy chain locus."
"GO:0048536","spleen development","biological_process","The process whose specific outcome is the progression of the spleen over time, from its formation to the mature structure. The spleen is a large vascular lymphatic organ composed of white and red pulp, involved both in hemopoietic and immune system functions."
"GO:0048832","specification of plant organ number","biological_process","The regionalization process that modulates the quantity of a particular type of plant organ."
"GO:0050687","negative regulation of defense response to virus","biological_process","Any process that stops, prevents or reduces the rate or extent of antiviral mechanisms, thereby facilitating viral replication."
"GO:0050688","regulation of defense response to virus","biological_process","Any process that modulates the frequency, rate or extent of the antiviral response of a cell or organism."
"GO:0050689","negative regulation of defense response to virus by host","biological_process","Any host process that results in the inhibition of antiviral immune response mechanisms, thereby facilitating viral replication. The host is defined as the larger of the organisms involved in a symbiotic interaction."
"GO:0050690","regulation of defense response to virus by virus","biological_process","Any viral process that modulates the frequency, rate, or extent of the antiviral response of the host cell or organism."
"GO:0050691","regulation of defense response to virus by host","biological_process","Any host process that modulates the frequency, rate, or extent of the antiviral response of a host cell or organism."
"GO:0050700","CARD domain binding","molecular_function","Interacting selectively and non-covalently with a CARD (N-terminal caspase recruitment) domain, a protein-protein interaction domain that belongs to the death domain-fold superfamily. These protein molecule families are similar in structure with each consisting of six or seven anti-parallel alpha-helices that form highly specific homophilic interactions between signaling partners. CARD exists in the N-terminal prodomains of several caspases and in apoptosis-regulatory proteins and mediates the assembly of CARD-containing proteins that participate in activation or suppression of CARD carrying members of the caspase family."
"GO:0050776","regulation of immune response","biological_process","Any process that modulates the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."
"GO:0050777","negative regulation of immune response","biological_process","Any process that stops, prevents, or reduces the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."
"GO:0050778","positive regulation of immune response","biological_process","Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."
"GO:0050798","activated T cell proliferation","biological_process","The expansion of a T cell population following activation by an antigenic stimulus."
"GO:0050809","diazepam binding","molecular_function","Interacting selectively and non-covalently with diazepam, one of the most widely used benzodiazepine drugs. It is used as an anti-anxiety-hypnotic agent and has the proprietary name Valium."
"GO:0050823","peptide antigen stabilization","biological_process","Any process involved in maintaining the structure and integrity of a peptide antigen and preventing it from being degraded."
"GO:0050851","antigen receptor-mediated signaling pathway","biological_process","A series of molecular signals initiated by the cross-linking of an antigen receptor on a B or T cell."
"GO:0050852","T cell receptor signaling pathway","biological_process","A series of molecular signals initiated by the cross-linking of an antigen receptor on a T cell."
"GO:0050853","B cell receptor signaling pathway","biological_process","A series of molecular signals initiated by the cross-linking of an antigen receptor on a B cell."
"GO:0050854","regulation of antigen receptor-mediated signaling pathway","biological_process","Any process that modulates the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a B- or T cell."
"GO:0050855","regulation of B cell receptor signaling pathway","biological_process","Any process that modulates the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a B cell."
"GO:0050856","regulation of T cell receptor signaling pathway","biological_process","Any process that modulates the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a T cell."
"GO:0050857","positive regulation of antigen receptor-mediated signaling pathway","biological_process","Any process that activates or increases the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a B- or T cell."
"GO:0050858","negative regulation of antigen receptor-mediated signaling pathway","biological_process","Any process that stops, prevents, or reduces the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a B- or T cell."
"GO:0050859","negative regulation of B cell receptor signaling pathway","biological_process","Any process that stops, prevents, or reduces the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a B cell."
"GO:0050860","negative regulation of T cell receptor signaling pathway","biological_process","Any process that stops, prevents, or reduces the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a T cell."
"GO:0050861","positive regulation of B cell receptor signaling pathway","biological_process","Any process that activates or increases the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a B cell."
"GO:0050862","positive regulation of T cell receptor signaling pathway","biological_process","Any process that activates or increases the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a T cell."
"GO:0050986","isopeptide cross-linking via N-(L-isoglutamyl)-glycine","biological_process","The formation of an isopeptide cross-link between peptidyl-glutamate and peptidyl-glycine to produce N-(L-isoglutamyl)-glycine, as found in the antibiotic microcin J25."
"GO:0051132","NK T cell activation","biological_process","The change in morphology and behavior of a mature or immature natural killer T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."
"GO:0051143","propanediol metabolic process","biological_process","The chemical reactions and pathways involving propanediol, CH3-CHOH-CH2OH, a sweet, colorless, viscous, hygroscopic liquid used as an antifreeze, in brake fluid and as a humectant in cosmetics and personal care items."
"GO:0051159","D-arabitol catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of D-arabitol, the pentitol derived from arabinose or lyxose by reduction of the aldehyde group. The D enantiomer is present in lichens and mushrooms."
"GO:0051163","D-arabitol metabolic process","biological_process","The chemical reactions and pathways involving D-arabitol, the pentitol derived from arabinose or lyxose by reduction of the aldehyde group. The D enantiomer is present in lichens and mushrooms."
"GO:0051245","negative regulation of cellular defense response","biological_process","Any process that stops, prevents, or reduces the rate of the cellular defense response."
"GO:0051384","response to glucocorticoid","biological_process","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glucocorticoid stimulus. Glucocorticoids are hormonal C21 corticosteroids synthesized from cholesterol with the ability to bind with the cortisol receptor and trigger similar effects. Glucocorticoids act primarily on carbohydrate and protein metabolism, and have anti-inflammatory effects."
